step,time_s,stage,active_target,interceptor_x,interceptor_y,interceptor_z,interceptor_vx,interceptor_vy,interceptor_vz,rmse_m,detection_fps,Target_1_pos_x,Target_1_est_x,Target_1_meas_x,Target_1_pos_y,Target_1_est_y,Target_1_meas_y,Target_1_pos_z,Target_1_est_z,Target_1_meas_z,Target_1_threat,Target_1_spoofed,Target_1_jammed,Target_2_pos_x,Target_2_est_x,Target_2_meas_x,Target_2_pos_y,Target_2_est_y,Target_2_meas_y,Target_2_pos_z,Target_2_est_z,Target_2_meas_z,Target_2_threat,Target_2_spoofed,Target_2_jammed,Target_3_pos_x,Target_3_est_x,Target_3_meas_x,Target_3_pos_y,Target_3_est_y,Target_3_meas_y,Target_3_pos_z,Target_3_est_z,Target_3_meas_z,Target_3_threat,Target_3_spoofed,Target_3_jammed
10,0.5,DETECTING,Target_2,11.437960544837606,-0.9016876215008429,110.0531286032875,21.362499216525823,-2.707759015098207,0.15853378848395197,0.6756883725281161,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
11,0.55,DETECTING,Target_2,12.510854747121645,-1.0449675642358651,110.06146894524674,21.457884045680753,-2.865598854700444,0.1668068391848734,0.7375030902683798,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
12,0.6000000000000001,DETECTING,Target_2,13.588332390819502,-1.1955346727039489,110.07019617392056,21.549552873957165,-3.011342169361676,0.1745445734763182,0.6724908428177097,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
13,0.65,DETECTING,Target_2,14.670219658417032,-1.352798706391227,110.07930820443917,21.63774535195058,-3.1452806737455616,0.18224061037224426,0.6703903964204282,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
14,0.7000000000000001,DETECTING,Target_2,15.756344239647952,-1.5162264147636864,110.08877838777653,21.722491624618378,-3.268554167449188,0.1894036667471604,0.7000430708235907,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
15,0.75,DETECTING,Target_2,16.84654713320317,-1.6852871270174161,110.09860220354403,21.804057871104362,-3.3812142450745943,0.19647631535017568,0.6644570346466991,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
16,0.8,DETECTING,Target_2,17.940681987698195,-1.859453330623675,110.10876346446176,21.882697089900475,-3.483324072125175,0.203225218354452,0.7108542016973556,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
17,0.8500000000000001,DETECTING,Target_2,19.038605485228196,-2.0382350417117476,110.11929172103271,21.95846995060003,-3.5756342217614576,0.2105651314190032,0.6456729935470661,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
18,0.9,DETECTING,Target_2,20.140188687472275,-2.2211304467089232,110.13020675350202,22.03166404488156,-3.657908099943512,0.21830064938640698,0.6369364898720519,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
19,0.9500000000000001,DETECTING,Target_2,21.24530096532779,-2.4076979641101883,110.14147170415156,22.102245557110273,-3.731350348025303,0.2252990129905192,0.6025568754712192,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
20,1.0,DETECTING,Target_2,22.35381009689386,-2.5975503364522305,110.15306472794754,22.170182631321378,-3.7970474468408435,0.2318604759196,0.6495370466774809,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
21,1.05,DETECTING,Target_2,23.465594030870726,-2.7902985026835565,110.16497633781857,22.235678679537347,-3.8549633246265205,0.23823219742073662,0.6412151886681496,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
22,1.1,DETECTING,Target_2,24.580547422293947,-2.985519552111104,110.17716495108412,22.29906782846439,-3.904420988550948,0.24377226531089546,0.6413169262097765,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
23,1.1500000000000001,DETECTING,Target_2,25.69856260210111,-3.1828391589267273,110.18963705530012,22.360303596143275,-3.946392136312467,0.2494420843201063,0.6405545486065042,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
24,1.2000000000000002,DETECTING,Target_2,26.819535567767456,-3.381903900128524,110.20240952020957,22.419459313326907,-3.9812948240359347,0.2554492981889463,0.6102563330101505,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
25,1.25,DETECTING,Target_2,27.94335961410458,-3.582413753504626,110.21549181528042,22.476480926742447,-4.010197067522045,0.2616459014168406,0.6050287164486436,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
26,1.3,DETECTING,Target_2,29.069942521733275,-3.7840295655189733,110.22891034521322,22.531658152573904,-4.03231624028694,0.2683705986562404,0.5970141871124881,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
27,1.35,DETECTING,Target_2,30.19919138750175,-3.986453822649904,110.24265910099251,22.584977315369514,-4.048485142618617,0.27497511558589804,0.6479519062555583,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
28,1.4000000000000001,DETECTING,Target_2,31.33102162176207,-4.189380450539656,110.25670416774321,22.636604685206407,-4.058532557795043,0.2809013350138594,0.6241367845446588,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
29,1.4500000000000002,DETECTING,Target_2,32.46534853100197,-4.392534996783237,110.27102735636004,22.686538184798092,-4.063090924871613,0.2864637723365976,0.5945041934145097,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
30,1.5,DETECTING,Target_2,33.60209010351308,-4.595656025076053,110.28564640876768,22.734831450222075,-4.062420565856323,0.29238104815267224,0.6232783905258225,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
31,1.55,DETECTING,Target_2,34.74116741338295,-4.798501526887147,110.30051076443125,22.781546197397322,-4.056910036221874,0.2972871132715801,0.5430377149383633,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
32,1.6,DETECTING,Target_2,35.8825054870095,-5.000834185449741,110.31558149441504,22.826761472531075,-4.046653171251877,0.3014145996758795,0.5452745164254794,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
33,1.6500000000000001,DETECTING,Target_2,37.02603215233945,-5.202424272630853,110.33085432215566,22.87053330659889,-4.031801743622239,0.3054565548122984,0.557818813921146,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
34,1.7000000000000002,DETECTING,Target_2,38.17168094441903,-5.403029124580412,110.3463569413209,22.91297584159166,-4.012097038991191,0.31005238330497187,0.532479367616988,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
35,1.75,DETECTING,Target_2,39.3193877609048,-5.602415419736109,110.36211570270028,22.954136329715475,-3.98772590311394,0.31517522758747485,0.5201007681469467,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
36,1.8,DETECTING,Target_2,40.4690902882778,-5.800368048556431,110.37810309063941,22.994050547459832,-3.9590525764064433,0.31974775878273254,0.5472592788948799,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
37,1.85,DETECTING,Target_2,41.620729781522655,-5.9966693311737345,110.39429795253251,23.032789864897143,-3.926025652346072,0.3238972378619884,0.5490220687739285,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
38,1.9000000000000001,DETECTING,Target_2,42.7742485729963,-6.19111715204048,110.41066791330628,23.070375829472884,-3.888956417334911,0.32739921547549267,0.485889223987789,45.78,294.5587553764116,77.83534405849288,134.6246174656003,294.625786682268,77.20192895322157,134.67614081632112,294.5549154459478,78.06413604284141,135.07649657456847,10.0,0,0,276.7934377851819,0.9673789779288741,113.38866819784317,276.9944748970643,0.5658911658463093,113.31476313053744,276.5809869702981,0.9731401190374094,112.58145174605052,10.0,0,0,273.5997330976527,126.5115343238521,101.56566050600696,274.1030432069062,126.50428893248117,101.53233990632323,274.1120751758797,126.64951494163813,101.18943931909826,5.453935550791384,0,0
