run_id,target_id,enable_spoofing,num_targets,noise_std_m,drift_rate_mps,packet_loss_rate_configured,adaptive_ekf_success_threshold_m,ekf_success_rate,rmse_m,interception_time_s,closest_approach_m,intercepted,guidance_efficiency_mps2,spoofing_variance,compute_latency_ms,energy_consumption_j,mission_success_probability,packet_loss_probability,link_snr_db,risk_index_proxy
run_2425139a9e45,Target_2,False,5,0.85,0.3,0.05,1.6975,0.37916666666666665,5.114252681004002,5.65,308.7012224263675,True,14.528319866115892,16.079523098976452,115.67481293369664,5174.392199817231,0.40348675618074337,0.05000000000000001,-20.0,0.6728226001807852
run_2425139a9e45,Target_3,False,5,0.85,0.3,0.05,1.6975,0.5125,1.9532979518704578,6.9,188.34910768279306,True,20.006447263833156,0.8970770623495767,115.67481293369664,7092.842517383217,0.5925679387454178,0.05000000000000001,-20.0,0.391504740835835
run_2425139a9e45,Target_4,False,5,0.85,0.3,0.05,1.6975,0.38333333333333336,4.734800127880903,7.550000000000001,3.276008431056138,True,28.553460267387013,1.0811259626860232,115.67481293369664,9445.266901104527,0.4230900993863454,0.05000000000000001,-9.23704327883643,0.5446457613744535
run_2425139a9e45,Target_5,False,5,0.85,0.3,0.05,1.6975,0.32083333333333336,7.559854922434244,11.0,169.867505288992,True,12.483993071080409,20.724078042895027,115.67481293369664,4838.730749977887,0.37340217373243706,0.05000000000000001,-20.0,0.7597772740823874
run_2441b2b8bcce,Target_1,False,3,0.35,0.25,0.02,1.139875,0.4666666666666667,5.341190922571585,8.950000000000001,112.8993146397468,True,10.330310261814667,14.072775513678966,83.42291097896941,2588.401232341356,0.4204160113232736,0.019999999999999997,-18.51090445569378,0.6588711018886081
run_2441b2b8bcce,Target_2,False,3,0.35,0.25,0.02,1.139875,0.25555555555555554,6.98289275963659,8.950000000000001,48.0658266355037,True,13.703058561212535,12.937936700372283,83.42291097896941,3313.065345124875,0.3570775592587803,0.019999999999999997,-16.46849189383797,0.7323427425194622
run_2441b2b8bcce,Target_3,False,3,0.35,0.25,0.02,1.139875,0.43333333333333335,1.8183412484006125,8.950000000000001,166.54487910525685,True,13.832960057024057,0.5352373082530901,83.42291097896941,3088.7033559884067,0.494462688641694,0.019999999999999997,-19.81135037444607,0.39293711156880906
run_2450bcf1839c,Target_1,True,7,1.2,0.3,0.05,1.875,0.2681818181818182,6.578206183103307,5.75,,False,0.7312661974429935,19.440941465939996,106.97086610365126,6.829121322582234,0.14750000000000002,0.0,0.0,0.704427992774194
run_2450bcf1839c,Target_2,True,7,1.2,0.3,0.05,1.875,0.07727272727272727,2.462053781915989,5.95,,False,0.6744751421422969,2.9703540880662356,106.97086610365126,6.8066819402225684,0.04250244387577548,0.0,0.0,0.5739345312139348
run_2450bcf1839c,Target_3,True,7,1.2,0.3,0.05,1.875,0.1590909090909091,1.6273751875559346,8.450000000000001,,False,0.5943519193625408,0.9413560311509235,106.97086610365126,4.962461377665949,0.08975364201434415,0.0,0.0,0.4551332676292319
run_2450bcf1839c,Target_4,True,7,1.2,0.3,0.05,1.875,0.11818181818181818,5.233555606996719,9.1,,False,3.9784140458138606,3.2863411987519195,106.97086610365126,1719.9883266606125,0.065,0.0,0.0,0.7501784174909616
run_2450bcf1839c,Target_5,True,7,1.2,0.3,0.05,1.875,0.1318181818181818,2.6737435315939173,10.950000000000001,,False,0.6373407760330905,1.9372511653770623,106.97086610365126,5.778438338245127,0.07250027781326941,0.0,0.0,0.5312578222323042
run_2450bcf1839c,Target_6,True,7,1.2,0.3,0.05,1.875,0.1,2.0506239710082093,9.15,,False,0.6023211030164211,1.0006019313974717,106.97086610365126,5.146888584012333,0.055100171680683985,0.0,0.0,0.4827194493484594
run_2450bcf1839c,Target_7,True,7,1.2,0.3,0.05,1.875,0.2909090909090909,5.174024324019597,8.6,,False,0.674232263103851,23.066382336034188,106.97086610365126,6.371183522166644,0.16,0.0,0.0,0.6561494127878073
run_246be28a9d22,Target_1,False,6,1.2,0.3,0.07,1.905,0.723404255319149,1.8239317708033678,5.0,185.62649825401243,True,21.954539274968962,1.194149880725195,117.19114071908075,1362.3691540618,0.6945923729666947,0.07000000000000002,-20.0,0.33172296274161595
run_246be28a9d22,Target_2,False,6,1.2,0.3,0.07,1.905,0.6312056737588653,1.8334417376988656,5.45,307.02880070322044,True,21.746164874395628,1.786518296553417,117.19114071908075,1350.7193314827198,0.6650908229121193,0.07000000000000002,-20.0,0.363977016190806
run_246be28a9d22,Target_3,False,6,1.2,0.3,0.07,1.905,0.8439716312056738,1.4199840725161734,6.3500000000000005,191.47407494354675,True,22.366516235541944,0.7405476594726421,117.19114071908075,1371.8619104021152,0.7655605012812985,0.07000000000000002,-20.0,0.2777253067800749
run_246be28a9d22,Target_4,False,6,1.2,0.3,0.07,1.905,0.6312056737588653,2.2636865752171453,7.0,3.5895781776490496,True,31.079189994901242,1.1987958842268953,117.19114071908075,1626.16546991272,0.6214939212878292,0.07000000000000002,-14.850492677554714,0.3844137993910092
run_246be28a9d22,Target_5,False,6,1.2,0.3,0.07,1.905,0.6170212765957447,2.021026426681422,5.0,174.5451471751415,True,22.664173869563594,1.8818600163709096,117.19114071908075,1382.0213095835193,0.6438698706085348,0.07000000000000002,-20.0,0.38240678442596143
run_246be28a9d22,Target_6,False,6,1.2,0.3,0.07,1.905,0.75177304964539,1.4875781650722244,7.0,237.8125226341499,True,20.306468897901546,1.0175900696903382,117.19114071908075,1308.6161829400337,0.730584283053284,0.07000000000000002,-20.0,0.29930610256231605
run_258f4ea275f1,Target_1,False,9,1.1,0.48,0.24,2.4530000000000003,0.39090909090909093,5.2520895368680955,5.0,185.1239566011585,True,21.656220126820322,7.640249736346085,287.2578385495928,2104.815260999679,0.4354612970285535,0.24000000000000005,-20.0,0.7463684558872559
run_258f4ea275f1,Target_2,False,9,1.1,0.48,0.24,2.4530000000000003,0.17272727272727273,3.7010380810866623,5.5,306.5261792948789,True,26.045189789717153,2.0605571904476205,287.2578385495928,2302.983842710874,0.434771579851604,0.24000000000000005,-20.0,0.6254103935478043
