run_id,risk_index_p90,risk_index_mean,targets
run_723cd9da20a9,0.6262079282445759,0.5195332659760031,3
run_72454a5628f7,0.7159266477694878,0.6442135111846831,3
run_726ca40efd5a,0.6756613645254625,0.5559299453898139,3
run_7298a156084a,0.8682636839804032,0.7748968320496483,8
run_72b9a9a89e92,0.8393259254990697,0.7093040831477188,7
run_72f3803cda89,0.667655940579736,0.5032070594219517,6
run_72fb02a01a52,0.4408889624374234,0.34013139872816417,3
run_736d25765755,0.5699548345833827,0.5179620239879668,10
run_74848c9f960e,0.791495302000872,0.6761307023606273,8
run_74e8fa79a6d1,0.6414274262039151,0.5563035197352688,3
run_750de68990fc,0.7372713214662969,0.6016109351541488,5
run_7521ac969736,0.9097106558514324,0.8141332673258267,8
run_7530ab587660,0.6824344172387758,0.5761062606729177,9
run_7541e772ffde,0.6392183169150603,0.5863178412110939,3
run_75b52184d82e,0.6503105488675048,0.5419221649017801,5
run_75ec946746c8,0.7049979805427746,0.6215441995459473,10
run_7625fe0aaa3e,0.6419038972076444,0.5571989963328803,3
run_77e67073d782,0.7192926076023062,0.6216493760344504,5
run_783c032a70eb,0.7446041858172818,0.5884759343029159,6
run_78ccdc21dd56,0.667655940579736,0.5032070594219517,6
run_7910fc37627e,0.36746741014118656,0.3611821821882174,5
run_7a47354279b1,0.6679383231729674,0.5466815976304402,6
run_7a7cf8b71e8a,0.11782420463243383,0.10491684529574855,5
run_7ce16e6f3c40,0.7227496060336243,0.6153280499811185,4
run_7d14eff829ed,0.7357435519689205,0.5873373800931506,3
run_7dc28cf2a330,0.6951294412631865,0.5940316570058692,7
run_7e309ee0db06,0.5462574852497989,0.4515329433173365,3
run_7f1294d3b7ec,0.7908964545848443,0.6719633846429821,10
run_80943a0bd083,0.7683023338431613,0.6574736037083925,3
run_80cb70299f1f,0.6831126967081572,0.5370065798804858,3
run_8123aafbca66,0.7513414131672653,0.663058147088008,5
run_818f0d6ba2e4,0.53360917684513,0.4189976600118698,4
run_81d58910683b,0.7337741108556421,0.6387298752580137,4
run_82387c398ec4,0.6831126967081572,0.5370065798804858,3
run_824b67f3dfbd,0.737667657897549,0.5739353822174198,5
run_826c4cd2e6e6,0.5896309429585652,0.44196674822508164,5
run_826c823e4093,0.590109302301371,0.42550220334653865,8
run_82a21d241756,0.6679383231729674,0.5466815976304402,6
run_8324c858dd72,0.6753995461947926,0.5589068601669035,6
run_8332b142cb36,0.7583327752609438,0.6214091130496124,8
run_835666db5d3e,0.7337741108556421,0.6387298752580137,4
run_844e1bb46652,0.7548981534870614,0.615557557767337,9
run_852291663928,0.6831008321105527,0.5784499932907848,6
run_8548f6ba7ba4,0.7337741108556421,0.6387298752580137,4
run_8595b711ec31,0.7159266477694878,0.6442135111846831,3
run_85d920e7c33e,0.11782420463243383,0.10491684529574855,5
run_862a5b018004,0.7163444409044636,0.6111266217811036,3
run_865d15a29f81,0.7446041858172818,0.5884759343029159,6
run_8680de37c911,0.390226479052858,0.3029160068646521,3
run_868186fa55b7,0.6580919965713365,0.5598283936275434,3
run_86b0cb169b86,0.11782420463243383,0.10491684529574855,5
run_8714d49f585e,0.5494793771918449,0.45416165429690025,3
run_873efeab3364,0.7679716672441554,0.6657161324603005,4
run_87ae951a021a,0.6824344172387758,0.5761062606729177,9
run_87b000d321e8,0.7606597025017117,0.625999672917611,5
run_882aaa9465de,0.7337741108556421,0.6387298752580137,4
run_889f851120de,0.11782420463243383,0.10491684529574855,5
run_88f883448a12,0.7459023549163972,0.619703318519605,9
run_8910183d421e,0.761117300041907,0.6636785492151975,4
run_89fab1cd5189,0.5498503253514762,0.42116065619307763,6
run_8c17c97cf9c1,0.5753094181759778,0.47486460866780705,3
run_8c9cbfb4f278,0.7655828672777337,0.6671779459641037,5
run_8df56a68b54b,0.18896318097096887,0.15136684541419904,3
run_8e399650e09c,0.7661895749442309,0.6065778012978446,9
run_8eaabef5c396,0.6580919965713365,0.5598283936275434,3
run_8ef0a454563b,0.6392183169150603,0.5863178412110939,3
run_8f0583b918aa,0.6652394927621174,0.5837926376721012,3
run_8f25d45fe3c1,0.5158377493332928,0.4447543778796051,9
run_8f272f304939,0.7446041858172818,0.5884759343029159,6
run_8f7b4aef2688,0.6824344172387758,0.5761062606729177,9
run_8fb2b7b92f5b,0.5079236088390685,0.36950070343214075,6
run_9041fd245156,0.18896318097096887,0.15136684541419904,3
run_9073c9b7645f,0.8760296658083151,0.7727370131659985,8
run_90bbd08e0b12,0.7957167097949559,0.7015194912739922,5
